,Unnamed: 0,CustomerID,ProductID,Quantity,Price,TransactionDate,StoreLocation,ProductCategory,DiscountApplied(%),TotalAmount,MarketingPromotion
34081,34081,,,,,,,,,,No
34082,34082,,,,,,,,,,No
34083,34083,,,,,,,,,,No
34084,34084,,,,,,,,,,No
34085,34085,,,,,,,,,,No
34086,34086,,,,,,,,,,No
34087,34087,,,,,,,,,,No
34088,34088,,,,,,,,,,No
34089,34089,,,,,,,,,,No
34090,34090,,,,,,,,,,No
34091,34091,,,,,,,,,,No
34092,34092,,,,,,,,,,No
34093,34093,,,,,,,,,,No
34094,34094,,,,,,,,,,No
34095,34095,,,,,,,,,,No
34096,34096,,,,,,,,,,No
34097,34097,,,,,,,,,,No
34098,34098,,,,,,,,,,No
34099,34099,,,,,,,,,,No
34100,34100,,,,,,,,,,No
34101,34101,,,,,,,,,,No
34102,34102,,,,,,,,,,No
34103,34103,,,,,,,,,,No
34104,34104,,,,,,,,,,No
34105,34105,,,,,,,,,,No
34106,34106,,,,,,,,,,No
34107,34107,,,,,,,,,,No
34108,34108,,,,,,,,,,No
34109,34109,,,,,,,,,,No
34110,34110,,,,,,,,,,No
34111,34111,,,,,,,,,,No
34112,34112,,,,,,,,,,No
34113,34113,,,,,,,,,,No
34114,34114,,,,,,,,,,No
34115,34115,,,,,,,,,,No
34116,34116,,,,,,,,,,No
34117,34117,,,,,,,,,,No
34118,34118,,,,,,,,,,No
34119,34119,,,,,,,,,,No
34120,34120,,,,,,,,,,No
34121,34121,,,,,,,,,,No
34122,34122,,,,,,,,,,No
34123,34123,,,,,,,,,,No
34124,34124,,,,,,,,,,No
34125,34125,,,,,,,,,,No
34126,34126,,,,,,,,,,No
34127,34127,,,,,,,,,,No
34128,34128,,,,,,,,,,No
34129,34129,,,,,,,,,,No
34130,34130,,,,,,,,,,No
34131,34131,,,,,,,,,,No
34132,34132,,,,,,,,,,No
34133,34133,,,,,,,,,,No
34134,34134,,,,,,,,,,No
34135,34135,,,,,,,,,,No
34136,34136,,,,,,,,,,No
34137,34137,,,,,,,,,,No
34138,34138,,,,,,,,,,No
34139,34139,,,,,,,,,,No
34140,34140,,,,,,,,,,No
34141,34141,,,,,,,,,,No
34142,34142,,,,,,,,,,No
34143,34143,,,,,,,,,,No
34144,34144,,,,,,,,,,No
34145,34145,,,,,,,,,,No
34146,34146,,,,,,,,,,No
34147,34147,,,,,,,,,,No
34148,34148,,,,,,,,,,No
34149,34149,,,,,,,,,,No
34150,34150,,,,,,,,,,No
34151,34151,,,,,,,,,,No
34152,34152,,,,,,,,,,No
34153,34153,,,,,,,,,,No
34154,34154,,,,,,,,,,No
34155,34155,,,,,,,,,,No
34156,34156,,,,,,,,,,No
34157,34157,,,,,,,,,,No
34158,34158,,,,,,,,,,No
34159,34159,,,,,,,,,,No
34160,34160,,,,,,,,,,No
34161,34161,,,,,,,,,,No
34162,34162,,,,,,,,,,No
34163,34163,,,,,,,,,,No
34164,34164,,,,,,,,,,No
34165,34165,,,,,,,,,,No
34166,34166,,,,,,,,,,No
34167,34167,,,,,,,,,,No
34168,34168,,,,,,,,,,No
34169,34169,,,,,,,,,,No
34170,34170,,,,,,,,,,No
34171,34171,,,,,,,,,,No
34172,34172,,,,,,,,,,No
34173,34173,,,,,,,,,,No
34174,34174,,,,,,,,,,No
34175,34175,,,,,,,,,,No
34176,34176,,,,,,,,,,No
34177,34177,,,,,,,,,,No
34178,34178,,,,,,,,,,No
34179,34179,,,,,,,,,,No
34180,34180,,,,,,,,,,No
34181,34181,,,,,,,,,,No
34182,34182,,,,,,,,,,No
34183,34183,,,,,,,,,,No
34184,34184,,,,,,,,,,No
34185,34185,,,,,,,,,,No
34186,34186,,,,,,,,,,No
34187,34187,,,,,,,,,,No
34188,34188,,,,,,,,,,No
34189,34189,,,,,,,,,,No
34190,34190,,,,,,,,,,No
34191,34191,,,,,,,,,,No
34192,34192,,,,,,,,,,No
34193,34193,,,,,,,,,,No
34194,34194,,,,,,,,,,No
34195,34195,,,,,,,,,,No
34196,34196,,,,,,,,,,No
34197,34197,,,,,,,,,,No
34198,34198,,,,,,,,,,No
34199,34199,,,,,,,,,,No
34200,34200,,,,,,,,,,No
34201,34201,,,,,,,,,,No
34202,34202,,,,,,,,,,No
34203,34203,,,,,,,,,,No
34204,34204,,,,,,,,,,No
34205,34205,,,,,,,,,,No
34206,34206,,,,,,,,,,No
34207,34207,,,,,,,,,,No
34208,34208,,,,,,,,,,No
34209,34209,,,,,,,,,,No
34210,34210,,,,,,,,,,No
34211,34211,,,,,,,,,,No
34212,34212,,,,,,,,,,No
34213,34213,,,,,,,,,,No
34214,34214,,,,,,,,,,No
34215,34215,,,,,,,,,,No
34216,34216,,,,,,,,,,No
34217,34217,,,,,,,,,,No
34218,34218,,,,,,,,,,No
34219,34219,,,,,,,,,,No
34220,34220,,,,,,,,,,No
34221,34221,,,,,,,,,,No
34222,34222,,,,,,,,,,No
34223,34223,,,,,,,,,,No
34224,34224,,,,,,,,,,No
34225,34225,,,,,,,,,,No
34226,34226,,,,,,,,,,No
34227,34227,,,,,,,,,,No
34228,34228,,,,,,,,,,No
34229,34229,,,,,,,,,,No
34230,34230,,,,,,,,,,No
34231,34231,,,,,,,,,,No
34232,34232,,,,,,,,,,No
34233,34233,,,,,,,,,,No
34234,34234,,,,,,,,,,No
34235,34235,,,,,,,,,,No
34236,34236,,,,,,,,,,No
34237,34237,,,,,,,,,,No
34238,34238,,,,,,,,,,No
34239,34239,,,,,,,,,,No
34240,34240,,,,,,,,,,No
34241,34241,,,,,,,,,,No
34242,34242,,,,,,,,,,No
34243,34243,,,,,,,,,,No
34244,34244,,,,,,,,,,No
34245,34245,,,,,,,,,,No
34246,34246,,,,,,,,,,No
34247,34247,,,,,,,,,,No
34248,34248,,,,,,,,,,No
34249,34249,,,,,,,,,,No
34250,34250,,,,,,,,,,No
34251,34251,,,,,,,,,,No
34252,34252,,,,,,,,,,No
34253,34253,,,,,,,,,,No
34254,34254,,,,,,,,,,No
34255,34255,,,,,,,,,,No
34256,34256,,,,,,,,,,No
34257,34257,,,,,,,,,,No
34258,34258,,,,,,,,,,No
34259,34259,,,,,,,,,,No
34260,34260,,,,,,,,,,No
34261,34261,,,,,,,,,,No
34262,34262,,,,,,,,,,No
34263,34263,,,,,,,,,,No
34264,34264,,,,,,,,,,No
34265,34265,,,,,,,,,,No
34266,34266,,,,,,,,,,No
34267,34267,,,,,,,,,,No
34268,34268,,,,,,,,,,No
34269,34269,,,,,,,,,,No
34270,34270,,,,,,,,,,No
34271,34271,,,,,,,,,,No
34272,34272,,,,,,,,,,No
34273,34273,,,,,,,,,,No
34274,34274,,,,,,,,,,No
34275,34275,,,,,,,,,,No
34276,34276,,,,,,,,,,No
34277,34277,,,,,,,,,,No
34278,34278,,,,,,,,,,No
34279,34279,,,,,,,,,,No
34280,34280,,,,,,,,,,No
34281,34281,,,,,,,,,,No
34282,34282,,,,,,,,,,No
34283,34283,,,,,,,,,,No
34284,34284,,,,,,,,,,No
34285,34285,,,,,,,,,,No
34286,34286,,,,,,,,,,No
34287,34287,,,,,,,,,,No
34288,34288,,,,,,,,,,No
34289,34289,,,,,,,,,,No
34290,34290,,,,,,,,,,No
34291,34291,,,,,,,,,,No
34292,34292,,,,,,,,,,No
34293,34293,,,,,,,,,,No
34294,34294,,,,,,,,,,No
34295,34295,,,,,,,,,,No
34296,34296,,,,,,,,,,No
34297,34297,,,,,,,,,,No
34298,34298,,,,,,,,,,No
34299,34299,,,,,,,,,,No
34300,34300,,,,,,,,,,No
34301,34301,,,,,,,,,,No
34302,34302,,,,,,,,,,No
34303,34303,,,,,,,,,,No
34304,34304,,,,,,,,,,No
34305,34305,,,,,,,,,,No
34306,34306,,,,,,,,,,No
34307,34307,,,,,,,,,,No
34308,34308,,,,,,,,,,No
34309,34309,,,,,,,,,,No
34310,34310,,,,,,,,,,No
34311,34311,,,,,,,,,,No
34312,34312,,,,,,,,,,No
34313,34313,,,,,,,,,,No
34314,34314,,,,,,,,,,No
34315,34315,,,,,,,,,,No
34316,34316,,,,,,,,,,No
34317,34317,,,,,,,,,,No
34318,34318,,,,,,,,,,No
34319,34319,,,,,,,,,,No
34320,34320,,,,,,,,,,No
34321,34321,,,,,,,,,,No
34322,34322,,,,,,,,,,No
34323,34323,,,,,,,,,,No
34324,34324,,,,,,,,,,No
34325,34325,,,,,,,,,,No
34326,34326,,,,,,,,,,No
34327,34327,,,,,,,,,,No
34328,34328,,,,,,,,,,No
34329,34329,,,,,,,,,,No
34330,34330,,,,,,,,,,No
34331,34331,,,,,,,,,,No
34332,34332,,,,,,,,,,No
34333,34333,,,,,,,,,,No
34334,34334,,,,,,,,,,No
34335,34335,,,,,,,,,,No
34336,34336,,,,,,,,,,No
34337,34337,,,,,,,,,,No
34338,34338,,,,,,,,,,No
34339,34339,,,,,,,,,,No
34340,34340,,,,,,,,,,No
34341,34341,,,,,,,,,,No
34342,34342,,,,,,,,,,No
34343,34343,,,,,,,,,,No
34344,34344,,,,,,,,,,No
34345,34345,,,,,,,,,,No
34346,34346,,,,,,,,,,No
34347,34347,,,,,,,,,,No
34348,34348,,,,,,,,,,No
34349,34349,,,,,,,,,,No
34350,34350,,,,,,,,,,No
34351,34351,,,,,,,,,,No
34352,34352,,,,,,,,,,No
34353,34353,,,,,,,,,,No
34354,34354,,,,,,,,,,No
34355,34355,,,,,,,,,,No
34356,34356,,,,,,,,,,No
34357,34357,,,,,,,,,,No
34358,34358,,,,,,,,,,No
34359,34359,,,,,,,,,,No
34360,34360,,,,,,,,,,No
34361,34361,,,,,,,,,,No
34362,34362,,,,,,,,,,No
34363,34363,,,,,,,,,,No
34364,34364,,,,,,,,,,No
34365,34365,,,,,,,,,,No
34366,34366,,,,,,,,,,No
34367,34367,,,,,,,,,,No
34368,34368,,,,,,,,,,No
34369,34369,,,,,,,,,,No
34370,34370,,,,,,,,,,No
34371,34371,,,,,,,,,,No
34372,34372,,,,,,,,,,No
34373,34373,,,,,,,,,,No
34374,34374,,,,,,,,,,No
34375,34375,,,,,,,,,,No
34376,34376,,,,,,,,,,No
34377,34377,,,,,,,,,,No
34378,34378,,,,,,,,,,No
34379,34379,,,,,,,,,,No
34380,34380,,,,,,,,,,No
34381,34381,,,,,,,,,,No
34382,34382,,,,,,,,,,No
34383,34383,,,,,,,,,,No
34384,34384,,,,,,,,,,No
34385,34385,,,,,,,,,,No
34386,34386,,,,,,,,,,No
34387,34387,,,,,,,,,,No
34388,34388,,,,,,,,,,No
34389,34389,,,,,,,,,,No
34390,34390,,,,,,,,,,No
34391,34391,,,,,,,,,,No
34392,34392,,,,,,,,,,No
34393,34393,,,,,,,,,,No
34394,34394,,,,,,,,,,No
34395,34395,,,,,,,,,,No
34396,34396,,,,,,,,,,No
34397,34397,,,,,,,,,,No
34398,34398,,,,,,,,,,No
34399,34399,,,,,,,,,,No
34400,34400,,,,,,,,,,No
34401,34401,,,,,,,,,,No
34402,34402,,,,,,,,,,No
34403,34403,,,,,,,,,,No
34404,34404,,,,,,,,,,No
34405,34405,,,,,,,,,,No
34406,34406,,,,,,,,,,No
34407,34407,,,,,,,,,,No
34408,34408,,,,,,,,,,No
34409,34409,,,,,,,,,,No
34410,34410,,,,,,,,,,No
34411,34411,,,,,,,,,,No
34412,34412,,,,,,,,,,No
34413,34413,,,,,,,,,,No
34414,34414,,,,,,,,,,No
34415,34415,,,,,,,,,,No
34416,34416,,,,,,,,,,No
34417,34417,,,,,,,,,,No
34418,34418,,,,,,,,,,No
34419,34419,,,,,,,,,,No
34420,34420,,,,,,,,,,No
34421,34421,,,,,,,,,,No
34422,34422,,,,,,,,,,No
34423,34423,,,,,,,,,,No
34424,34424,,,,,,,,,,No
34425,34425,,,,,,,,,,No
34426,34426,,,,,,,,,,No
34427,34427,,,,,,,,,,No
34428,34428,,,,,,,,,,No
34429,34429,,,,,,,,,,No
34430,34430,,,,,,,,,,No
34431,34431,,,,,,,,,,No
34432,34432,,,,,,,,,,No
34433,34433,,,,,,,,,,No
34434,34434,,,,,,,,,,No
34435,34435,,,,,,,,,,No
34436,34436,,,,,,,,,,No
34437,34437,,,,,,,,,,No
34438,34438,,,,,,,,,,No
34439,34439,,,,,,,,,,No
34440,34440,,,,,,,,,,No
34441,34441,,,,,,,,,,No
34442,34442,,,,,,,,,,No
34443,34443,,,,,,,,,,No
34444,34444,,,,,,,,,,No
34445,34445,,,,,,,,,,No
34446,34446,,,,,,,,,,No
34447,34447,,,,,,,,,,No
34448,34448,,,,,,,,,,No
34449,34449,,,,,,,,,,No
34450,34450,,,,,,,,,,No
34451,34451,,,,,,,,,,No
34452,34452,,,,,,,,,,No
34453,34453,,,,,,,,,,No
34454,34454,,,,,,,,,,No
34455,34455,,,,,,,,,,No
34456,34456,,,,,,,,,,No
34457,34457,,,,,,,,,,No
34458,34458,,,,,,,,,,No
34459,34459,,,,,,,,,,No
34460,34460,,,,,,,,,,No
34461,34461,,,,,,,,,,No
34462,34462,,,,,,,,,,No
34463,34463,,,,,,,,,,No
34464,34464,,,,,,,,,,No
34465,34465,,,,,,,,,,No
34466,34466,,,,,,,,,,No
34467,34467,,,,,,,,,,No
34468,34468,,,,,,,,,,No
34469,34469,,,,,,,,,,No
34470,34470,,,,,,,,,,No
34471,34471,,,,,,,,,,No
34472,34472,,,,,,,,,,No
34473,34473,,,,,,,,,,No
34474,34474,,,,,,,,,,No
34475,34475,,,,,,,,,,No
34476,34476,,,,,,,,,,No
34477,34477,,,,,,,,,,No
34478,34478,,,,,,,,,,No
34479,34479,,,,,,,,,,No
34480,34480,,,,,,,,,,No
34481,34481,,,,,,,,,,No
34482,34482,,,,,,,,,,No
34483,34483,,,,,,,,,,No
34484,34484,,,,,,,,,,No
34485,34485,,,,,,,,,,No
34486,34486,,,,,,,,,,No
34487,34487,,,,,,,,,,No
34488,34488,,,,,,,,,,No
34489,34489,,,,,,,,,,No
34490,34490,,,,,,,,,,No
34491,34491,,,,,,,,,,No
34492,34492,,,,,,,,,,No
34493,34493,,,,,,,,,,No
34494,34494,,,,,,,,,,No
34495,34495,,,,,,,,,,No
34496,34496,,,,,,,,,,No
34497,34497,,,,,,,,,,No
34498,34498,,,,,,,,,,No
34499,34499,,,,,,,,,,No
34500,34500,,,,,,,,,,No
34501,34501,,,,,,,,,,No
34502,34502,,,,,,,,,,No
34503,34503,,,,,,,,,,No
34504,34504,,,,,,,,,,No
34505,34505,,,,,,,,,,No
34506,34506,,,,,,,,,,No
34507,34507,,,,,,,,,,No
34508,34508,,,,,,,,,,No
34509,34509,,,,,,,,,,No
34510,34510,,,,,,,,,,No
34511,34511,,,,,,,,,,No
34512,34512,,,,,,,,,,No
34513,34513,,,,,,,,,,No
34514,34514,,,,,,,,,,No
34515,34515,,,,,,,,,,No
34516,34516,,,,,,,,,,No
34517,34517,,,,,,,,,,No
34518,34518,,,,,,,,,,No
34519,34519,,,,,,,,,,No
34520,34520,,,,,,,,,,No
34521,34521,,,,,,,,,,No
34522,34522,,,,,,,,,,No
34523,34523,,,,,,,,,,No
34524,34524,,,,,,,,,,No
34525,34525,,,,,,,,,,No
34526,34526,,,,,,,,,,No
34527,34527,,,,,,,,,,No
34528,34528,,,,,,,,,,No
34529,34529,,,,,,,,,,No
34530,34530,,,,,,,,,,No
34531,34531,,,,,,,,,,No
34532,34532,,,,,,,,,,No
34533,34533,,,,,,,,,,No
34534,34534,,,,,,,,,,No
34535,34535,,,,,,,,,,No
34536,34536,,,,,,,,,,No
34537,34537,,,,,,,,,,No
34538,34538,,,,,,,,,,No
34539,34539,,,,,,,,,,No
34540,34540,,,,,,,,,,No
34541,34541,,,,,,,,,,No
34542,34542,,,,,,,,,,No
34543,34543,,,,,,,,,,No
34544,34544,,,,,,,,,,No
34545,34545,,,,,,,,,,No
34546,34546,,,,,,,,,,No
34547,34547,,,,,,,,,,No
34548,34548,,,,,,,,,,No
34549,34549,,,,,,,,,,No
34550,34550,,,,,,,,,,No
34551,34551,,,,,,,,,,No
34552,34552,,,,,,,,,,No
34553,34553,,,,,,,,,,No
34554,34554,,,,,,,,,,No
34555,34555,,,,,,,,,,No
34556,34556,,,,,,,,,,No
34557,34557,,,,,,,,,,No
34558,34558,,,,,,,,,,No
34559,34559,,,,,,,,,,No
34560,34560,,,,,,,,,,No
34561,34561,,,,,,,,,,No
34562,34562,,,,,,,,,,No
34563,34563,,,,,,,,,,No
34564,34564,,,,,,,,,,No
34565,34565,,,,,,,,,,No
34566,34566,,,,,,,,,,No
34567,34567,,,,,,,,,,No
34568,34568,,,,,,,,,,No
34569,34569,,,,,,,,,,No
34570,34570,,,,,,,,,,No
34571,34571,,,,,,,,,,No
34572,34572,,,,,,,,,,No
34573,34573,,,,,,,,,,No
34574,34574,,,,,,,,,,No
34575,34575,,,,,,,,,,No
34576,34576,,,,,,,,,,No
34577,34577,,,,,,,,,,No
34578,34578,,,,,,,,,,No
34579,34579,,,,,,,,,,No
34580,34580,,,,,,,,,,No
34581,34581,,,,,,,,,,No
34582,34582,,,,,,,,,,No
34583,34583,,,,,,,,,,No
34584,34584,,,,,,,,,,No
34585,34585,,,,,,,,,,No
34586,34586,,,,,,,,,,No
34587,34587,,,,,,,,,,No
34588,34588,,,,,,,,,,No
34589,34589,,,,,,,,,,No
34590,34590,,,,,,,,,,No
34591,34591,,,,,,,,,,No
34592,34592,,,,,,,,,,No
34593,34593,,,,,,,,,,No
34594,34594,,,,,,,,,,No
34595,34595,,,,,,,,,,No
34596,34596,,,,,,,,,,No
34597,34597,,,,,,,,,,No
34598,34598,,,,,,,,,,No
34599,34599,,,,,,,,,,No
34600,34600,,,,,,,,,,No
34601,34601,,,,,,,,,,No
34602,34602,,,,,,,,,,No
34603,34603,,,,,,,,,,No
34604,34604,,,,,,,,,,No
34605,34605,,,,,,,,,,No
34606,34606,,,,,,,,,,No
34607,34607,,,,,,,,,,No
34608,34608,,,,,,,,,,No
34609,34609,,,,,,,,,,No
34610,34610,,,,,,,,,,No
34611,34611,,,,,,,,,,No
34612,34612,,,,,,,,,,No
34613,34613,,,,,,,,,,No
34614,34614,,,,,,,,,,No
34615,34615,,,,,,,,,,No
34616,34616,,,,,,,,,,No
34617,34617,,,,,,,,,,No
34618,34618,,,,,,,,,,No
34619,34619,,,,,,,,,,No
34620,34620,,,,,,,,,,No
34621,34621,,,,,,,,,,No
34622,34622,,,,,,,,,,No
34623,34623,,,,,,,,,,No
34624,34624,,,,,,,,,,No
34625,34625,,,,,,,,,,No
34626,34626,,,,,,,,,,No
34627,34627,,,,,,,,,,No
34628,34628,,,,,,,,,,No
34629,34629,,,,,,,,,,No
34630,34630,,,,,,,,,,No
34631,34631,,,,,,,,,,No
34632,34632,,,,,,,,,,No
34633,34633,,,,,,,,,,No
34634,34634,,,,,,,,,,No
34635,34635,,,,,,,,,,No
34636,34636,,,,,,,,,,No
34637,34637,,,,,,,,,,No
34638,34638,,,,,,,,,,No
34639,34639,,,,,,,,,,No
34640,34640,,,,,,,,,,No
34641,34641,,,,,,,,,,No
34642,34642,,,,,,,,,,No
34643,34643,,,,,,,,,,No
34644,34644,,,,,,,,,,No
34645,34645,,,,,,,,,,No
34646,34646,,,,,,,,,,No
34647,34647,,,,,,,,,,No
34648,34648,,,,,,,,,,No
34649,34649,,,,,,,,,,No
34650,34650,,,,,,,,,,No
34651,34651,,,,,,,,,,No
34652,34652,,,,,,,,,,No
34653,34653,,,,,,,,,,No
34654,34654,,,,,,,,,,No
34655,34655,,,,,,,,,,No
34656,34656,,,,,,,,,,No
34657,34657,,,,,,,,,,No
34658,34658,,,,,,,,,,No
34659,34659,,,,,,,,,,No
34660,34660,,,,,,,,,,No
34661,34661,,,,,,,,,,No
34662,34662,,,,,,,,,,No
34663,34663,,,,,,,,,,No
34664,34664,,,,,,,,,,No
34665,34665,,,,,,,,,,No
34666,34666,,,,,,,,,,No
34667,34667,,,,,,,,,,No
34668,34668,,,,,,,,,,No
34669,34669,,,,,,,,,,No
34670,34670,,,,,,,,,,No
34671,34671,,,,,,,,,,No
34672,34672,,,,,,,,,,No
34673,34673,,,,,,,,,,No
34674,34674,,,,,,,,,,No
34675,34675,,,,,,,,,,No
34676,34676,,,,,,,,,,No
34677,34677,,,,,,,,,,No
34678,34678,,,,,,,,,,No
34679,34679,,,,,,,,,,No
34680,34680,,,,,,,,,,No
34681,34681,,,,,,,,,,No
34682,34682,,,,,,,,,,No
34683,34683,,,,,,,,,,No
34684,34684,,,,,,,,,,No
34685,34685,,,,,,,,,,No
34686,34686,,,,,,,,,,No
34687,34687,,,,,,,,,,No
34688,34688,,,,,,,,,,No
34689,34689,,,,,,,,,,No
34690,34690,,,,,,,,,,No
34691,34691,,,,,,,,,,No
34692,34692,,,,,,,,,,No
34693,34693,,,,,,,,,,No
34694,34694,,,,,,,,,,No
34695,34695,,,,,,,,,,No
34696,34696,,,,,,,,,,No
34697,34697,,,,,,,,,,No
34698,34698,,,,,,,,,,No
34699,34699,,,,,,,,,,No
34700,34700,,,,,,,,,,No
34701,34701,,,,,,,,,,No
34702,34702,,,,,,,,,,No
34703,34703,,,,,,,,,,No
34704,34704,,,,,,,,,,No
34705,34705,,,,,,,,,,No
34706,34706,,,,,,,,,,No
34707,34707,,,,,,,,,,No
34708,34708,,,,,,,,,,No
34709,34709,,,,,,,,,,No
34710,34710,,,,,,,,,,No
34711,34711,,,,,,,,,,No
34712,34712,,,,,,,,,,No
34713,34713,,,,,,,,,,No
34714,34714,,,,,,,,,,No
34715,34715,,,,,,,,,,No
34716,34716,,,,,,,,,,No
34717,34717,,,,,,,,,,No
34718,34718,,,,,,,,,,No
34719,34719,,,,,,,,,,No
34720,34720,,,,,,,,,,No
34721,34721,,,,,,,,,,No
34722,34722,,,,,,,,,,No
34723,34723,,,,,,,,,,No
34724,34724,,,,,,,,,,No
34725,34725,,,,,,,,,,No
34726,34726,,,,,,,,,,No
34727,34727,,,,,,,,,,No
34728,34728,,,,,,,,,,No
34729,34729,,,,,,,,,,No
34730,34730,,,,,,,,,,No
34731,34731,,,,,,,,,,No
34732,34732,,,,,,,,,,No
34733,34733,,,,,,,,,,No
34734,34734,,,,,,,,,,No
34735,34735,,,,,,,,,,No
34736,34736,,,,,,,,,,No
34737,34737,,,,,,,,,,No
34738,34738,,,,,,,,,,No
34739,34739,,,,,,,,,,No
34740,34740,,,,,,,,,,No
34741,34741,,,,,,,,,,No
34742,34742,,,,,,,,,,No
34743,34743,,,,,,,,,,No
34744,34744,,,,,,,,,,No
34745,34745,,,,,,,,,,No
34746,34746,,,,,,,,,,No
34747,34747,,,,,,,,,,No
34748,34748,,,,,,,,,,No
34749,34749,,,,,,,,,,No
34750,34750,,,,,,,,,,No
34751,34751,,,,,,,,,,No
34752,34752,,,,,,,,,,No
34753,34753,,,,,,,,,,No
34754,34754,,,,,,,,,,No
34755,34755,,,,,,,,,,No
34756,34756,,,,,,,,,,No
34757,34757,,,,,,,,,,No
34758,34758,,,,,,,,,,No
34759,34759,,,,,,,,,,No
34760,34760,,,,,,,,,,No
34761,34761,,,,,,,,,,No
34762,34762,,,,,,,,,,No
34763,34763,,,,,,,,,,No
34764,34764,,,,,,,,,,No
34765,34765,,,,,,,,,,No
34766,34766,,,,,,,,,,No
34767,34767,,,,,,,,,,No
34768,34768,,,,,,,,,,No
34769,34769,,,,,,,,,,No
34770,34770,,,,,,,,,,No
34771,34771,,,,,,,,,,No
34772,34772,,,,,,,,,,No
34773,34773,,,,,,,,,,No
34774,34774,,,,,,,,,,No
34775,34775,,,,,,,,,,No
34776,34776,,,,,,,,,,No
34777,34777,,,,,,,,,,No
34778,34778,,,,,,,,,,No
34779,34779,,,,,,,,,,No
34780,34780,,,,,,,,,,No
34781,34781,,,,,,,,,,No
34782,34782,,,,,,,,,,No
34783,34783,,,,,,,,,,No
34784,34784,,,,,,,,,,No
34785,34785,,,,,,,,,,No
34786,34786,,,,,,,,,,No
34787,34787,,,,,,,,,,No
34788,34788,,,,,,,,,,No
34789,34789,,,,,,,,,,No
34790,34790,,,,,,,,,,No
34791,34791,,,,,,,,,,No
34792,34792,,,,,,,,,,No
34793,34793,,,,,,,,,,No
34794,34794,,,,,,,,,,No
34795,34795,,,,,,,,,,No
34796,34796,,,,,,,,,,No
34797,34797,,,,,,,,,,No
34798,34798,,,,,,,,,,No
34799,34799,,,,,,,,,,No
34800,34800,,,,,,,,,,No
34801,34801,,,,,,,,,,No
34802,34802,,,,,,,,,,No
34803,34803,,,,,,,,,,No
34804,34804,,,,,,,,,,No
34805,34805,,,,,,,,,,No
34806,34806,,,,,,,,,,No
34807,34807,,,,,,,,,,No
34808,34808,,,,,,,,,,No
34809,34809,,,,,,,,,,No
34810,34810,,,,,,,,,,No
34811,34811,,,,,,,,,,No
34812,34812,,,,,,,,,,No
34813,34813,,,,,,,,,,No
34814,34814,,,,,,,,,,No
34815,34815,,,,,,,,,,No
34816,34816,,,,,,,,,,No
34817,34817,,,,,,,,,,No
34818,34818,,,,,,,,,,No
34819,34819,,,,,,,,,,No
34820,34820,,,,,,,,,,No
34821,34821,,,,,,,,,,No
34822,34822,,,,,,,,,,No
34823,34823,,,,,,,,,,No
34824,34824,,,,,,,,,,No
34825,34825,,,,,,,,,,No
34826,34826,,,,,,,,,,No
34827,34827,,,,,,,,,,No
34828,34828,,,,,,,,,,No
34829,34829,,,,,,,,,,No
34830,34830,,,,,,,,,,No
34831,34831,,,,,,,,,,No
34832,34832,,,,,,,,,,No
34833,34833,,,,,,,,,,No
34834,34834,,,,,,,,,,No
34835,34835,,,,,,,,,,No
34836,34836,,,,,,,,,,No
34837,34837,,,,,,,,,,No
34838,34838,,,,,,,,,,No
34839,34839,,,,,,,,,,No
34840,34840,,,,,,,,,,No
34841,34841,,,,,,,,,,No
34842,34842,,,,,,,,,,No
34843,34843,,,,,,,,,,No
34844,34844,,,,,,,,,,No
34845,34845,,,,,,,,,,No
34846,34846,,,,,,,,,,No
34847,34847,,,,,,,,,,No
34848,34848,,,,,,,,,,No
34849,34849,,,,,,,,,,No
34850,34850,,,,,,,,,,No
34851,34851,,,,,,,,,,No
34852,34852,,,,,,,,,,No
34853,34853,,,,,,,,,,No
34854,34854,,,,,,,,,,No
34855,34855,,,,,,,,,,No
34856,34856,,,,,,,,,,No
34857,34857,,,,,,,,,,No
34858,34858,,,,,,,,,,No
34859,34859,,,,,,,,,,No
34860,34860,,,,,,,,,,No
34861,34861,,,,,,,,,,No
34862,34862,,,,,,,,,,No
34863,34863,,,,,,,,,,No
34864,34864,,,,,,,,,,No
34865,34865,,,,,,,,,,No
34866,34866,,,,,,,,,,No
34867,34867,,,,,,,,,,No
34868,34868,,,,,,,,,,No
34869,34869,,,,,,,,,,No
34870,34870,,,,,,,,,,No
34871,34871,,,,,,,,,,No
34872,34872,,,,,,,,,,No
34873,34873,,,,,,,,,,No
34874,34874,,,,,,,,,,No
34875,34875,,,,,,,,,,No
34876,34876,,,,,,,,,,No
34877,34877,,,,,,,,,,No
34878,34878,,,,,,,,,,No
34879,34879,,,,,,,,,,No
34880,34880,,,,,,,,,,No
34881,34881,,,,,,,,,,No
34882,34882,,,,,,,,,,No
34883,34883,,,,,,,,,,No
34884,34884,,,,,,,,,,No
34885,34885,,,,,,,,,,No
34886,34886,,,,,,,,,,No
34887,34887,,,,,,,,,,No
34888,34888,,,,,,,,,,No
34889,34889,,,,,,,,,,No
34890,34890,,,,,,,,,,No
34891,34891,,,,,,,,,,No
34892,34892,,,,,,,,,,No
34893,34893,,,,,,,,,,No
34894,34894,,,,,,,,,,No
34895,34895,,,,,,,,,,No
34896,34896,,,,,,,,,,No
34897,34897,,,,,,,,,,No
34898,34898,,,,,,,,,,No
34899,34899,,,,,,,,,,No
